"","stars","text"
"4325",5,"A hip vibe and soothing lounge music greet you at this fairly new, white-clad, 36-room property located steps from Duval Street, the main drag in Key West. Staff seem a bit over-taxed at times but they bend over backward to assist with everything from meals, room service, taxis, and logistics. Service was excellent, starting with the smiling assistance of bellman Gustavo, who is helpful, not to mention easy on the eyes. Rooms are simply decorated in a modern white motif with blue accents. Blue lighting predominates on the exterior, too. Many of the rooms open with balconies and patios to a lap-style pool crowned by a waterfall and Buddha at one end. Careful - they do have some rooms accurately billed as petite that would be cramped for a couple. My Superior King was spacious enough and comfortable, and was part of the new remodel/construction. You may want to request a newer room. The location cannot be beat. It sits in a relatively quiet block of the otherwise clamorous Duval Street. Through a side gate you step right onto Duval. Go left and hit all the iconic bars from Hemingway days. Go right and there are more of the same, including all of the gay bars and clubs that are only 4 to 6 blocks away. I walked to the marina for several excursions, to the southernmost point and south beaches. The hotel has bikes available at no charge. I only needed a taxi to get to the airport and far-off marinas for some of my excursions. Overall, this property served me well. Its common spaces are chic and modern, the rooms are comfortable, and the people working there make things as easy as possible.Thank you so much for taking the time to provide feedback regarding your stay with us. We are thrilled to hear that you enjoyed your time and the amenities of our property! We will be sure to pass along all of your kind words to our employees so that they know their hard work is appreciated. Please, come back and see us!"
"4326",5,"I am staying at this hotel for business and it has exceeded expectations! Absolutely gorgeous, great location, superb amenities, super comfy bed.....I could go on and on. If you're visiting New Orleans STAY HERE.....you won't be disappointed!Jessie, Thank you for your great review on TripAdvisor. Your recommendation means a lot to us and we hope to welcome you back again soon. Warm regards, Ellen LeMaire General Manager"
"4327",5,"My husband and I stayed here this past weekend for a romantic getaway. All the staff were helpful and friendly and the food was wonderful. It was cool at night so the fires in the fireplaces were welcome and we loved having our own private fireplace in our room. We will try to get back there again."
"4328",1,"I took my family for a fun filled 4th of July weekend at Disney and we ended up very ill due to mold allergies. The bathroom had extensive mold under the wallpaper and in the grout in the tub. Both my wife and I have allergies to mold and we became very ill and spent the day in bed sick... More"
"4329",5,"We stayed 3 nights and had a blast in. My 2 boys shared the back room, while my wife and I stayed in the larger front room. The front desk clerk, Aaron, gave the most informative, lively and thorough welcome ever! I probably commented on how impressed I was with the Bar Harbor Motel way too much, but I was... More"
"4330",5,"I tell any one in the area to stay here...I stay here every time I'm in the area...It's great! Very clean and the staff is wonderful...It's close to restaurants and really any place you want to go...You just can't beat this hotel"
"4331",5,"We stayed for 4 days while we were in town for a friend's wedding. The hotel was surprisingly quiet inside and out. It had a great location right of the main road. Hotel seemed like it was in a nice part of town. Clean room and great breakfast. Our room was nice and the bed was super comfy. We also... More"
"4332",5,"Good: Great lobby/lounge area. Good casual work spaces. Free wifi a major plus!"
"4333",5,"Nice newer hotel. Very clean and staff are friendly. Plenty of shopping and restaurants nearby. Even an indoor go-cart track and miniature golf for the kids/grandkids. Would highly recommend staying at this hotel to friends and family, if in the Indianapolis area."
"4334",4,"I don't really understand why this hotel has such bad ratings. For 60 a night, we got a clean room with a concrete balcony, working television, breakfast, and there is even a pool. FOR 60! The women at the front desk was extremely helpful and kind, and the hotel also works with an extremely reliable taxi service. The only down... More"
"4335",3,"Ok place to stay but nexr time i'm in Morro Bay i will definitely look for someplace else. There was no phone in the room, no extra toilet paper, no clean washcloths the second and third days."
"4336",4,"We had a 4th floor room for 3 nights. The noise level was fantastic--we never heard much street traffic or other people in the hotel. The rooms are also super-nice. We were a little skeptical when we saw the outside of the hotel, but don't judge this book by its cover. We booked well in advance and had a pretty... More"
"4337",4,"I thought it was a little pricey for what it was but it was clean, older inside the room but clean. The grounds were the best part - there were lots of pretty flowers and a nice sitting area in the back. Unfortunately there was construction on the side where the room was they initially put us in and seemed... More"
"4338",1,"It took at least 30 minutes to get checked in. then my key cards would not work. we went to a concert and showed back up at the hotel around midnight and the whole building smelled like poop. Just checked my bank account and they charged me twice for the room. not pleased at all"
"4339",5,"Absolutely the best property and people. We've been coming every Labor Day Weekend for 10 years, plus usually once or twice during the year. For a family reunion there is no better place. The rooms are always pristine, the pool area is a delight, the picnic are and the bowling alley/restaurant on the property makes it ideal. We love it... More"
"4340",5,"We needed a hotel close to the Buffalo Airport as we had a flight booked early morning the following day. We choose Aloft Buffalo Airport on a whim as the photos and amenities seemed intriguing. We were pleasantly surprised on our arrival. Checkin went very smoothly. The lobby was very nicely decorated, modern and clean. Our room was no different.... More"
"4341",5,"I have no idea why this resort isn't on more people's radar. Maybe it's better that it isn't - but now you know the secret. It's located just far away from town that it feels secluded but not remote. The building is well laid out and nothing seems like it is too far. The property is perfectly maintained and appropriately... More"
"4342",5,"Stayed at the Hampton Inn and I must say, everything was awesome! My room was cleaned beautifully and actually smelled fresh! The staff here is really great polite, friendly, helpful - great customer service. All in all, a truly positive hotel experience."
"4343",5,"I love staying at the coconut Waikiki!! Everybody was so friendly and helpful!! The breakfast was amazing and the rooms so relaxing!! I loved waking up to the sunrise and how conveniently close the shops were. Bars were down the street with great happy hour and the royal Hawaiian center had plenty shops and a food court! Minutes away from... More"
"4344",5,"Perfect"
"4345",2,"False advertisement. No breakfast and no iron like quoted in description"
"4346",4,"Stayed at hotel for three nights for a business trip. Staff service was quick and efficient, always with a smile. Internet was fast and flawless. Rooms were clean and updated. Bed was comfortable. Breakfast was good, with multiple food choices. Location of hotel is next to highway and a fast food restaurant, so noise with window open was considerable. A/C... More"
"4347",5,"Room cleanliness Excellent customer service Location convenient from Airport"
"4348",4,"Good: The beds"
"4349",5,"Stayed here July 22-25, 2016. The front desk people were true gems, very helpful and friendly. The rooms were clean and wifi was free. All guest rooms have a refrigerator and a microwave. The breakfast buffet was great, lots of variety and both hot and cold foods. Free chocolate chip and oatmeal cookies in the lobby each night."
"4350",5,"Bad: The sofa is heavily soiled. Good: I like the feel of the Villa like an apartment home instead of cold hotel room"
"4351",5,"Great choice,a beautiful hotel with a lot of guests but it never felt crowded. The pools were nice and the area was always clean. Every employee that we cam in contact with seemed friendly and they were all very helpful. We loved using the water taxi to go to city walk and come back to the hotel. Although more expensive... More"
"4352",4,"Second time at this nice and modern hotel. As soon as you walk in the room the drapes open up. Pretty cool. Room is comfy and plenty of room. Beds are also comfortable. You can walk to the high end mall Crystals. I like that they have an air conditioned room to sit at while you wait for your car.... More"
"4353",5,"Really enjoyed my stay at the Aloft in downtown Durham. The property has an excellent location, nice amenities (consistent with Aloft brand), and a very friendly, helpful staff. Rooms were the highlight. New, clean, and comfortable. Some noise with adjacent construction and nearby rail line, but not a major nuisance. Park is 10, but only available in top four floor... More"
"4354",5,"Called about a month ago reserved, got a confirmation call from about 4 days prior to arrival, polite, professional and such a nice personal touch. Checked in about 8pm on a Friday night and were met by Joel who gave us our key and offered info about the Black River Falls area, breakfast area, etc. Another review/website I visited... More"
"4355",5,"We have stayed here twice in the last two years for 13 and 15 days respectively. Awesome location and facilities. The choice between the pools and the beach is always a tough one (life is hard). The rooms are very good, the staff is friendly and the prices are reasonable for what you get . . . and it is... More"
"4356",5,"Got this hotel because of proximity to water park next door, booked kind of late so had to get a king suite. Room was great and spacious, had a king bed and a small pull out couch. Bathroom and room were clean and liked that it had a microwave and a small fridge in room. Only had a shower, which... More"
"4357",5,"We just returned from one week at the Honua Kai and would go back again. The resort was beautiful. We were initially in a one bedroom mountain view room . We arrived late at night so I did not get the full effect of the room until the next morning and I was not happy with the road noise that... More"
"4358",5,"Clean room and public areas, updated colors and design. Good full American breakfast (scrambled eggs were very fluffy, not soggy and runny). A 5 glass of wine at the lobby bar was extremely reasonable. Hotel had several motorcoach groups there, but the front desk seemed to process their check-in/check-out very efficiently. All staff very courteous and friendly. Hotel shuttle runs to the metro stop, so you can easily get into D.C. without driving. I'd stay here again."
"4359",5,"Plates outside of hotel room door when we arrived stayed there all day and evening Bed extra comfy. Very courteous staff."
"4360",4,"Great restful and roomy. Pet fee was way too much. Will cause us not to stay there. Sad. Really enjoyed the service staff. Breakfast was great."
"4361",3,"Pros: - Clean and comfortable - Good housekeeping - Fast and free Wi-Fi - Great complementary English-style breakfast with lots of hot food such as sausages, pancakes, eggs, English muffins, etc. - Next door to a supermarket Cons: - Commute to Washington by car can be a nightmare during morning rush hours (took more than an hour to get there even though it was only about 20km) - Location a little ghetto with non-guests hanging around the hotel front door and lobby"
"4362",4,"It was clean, smelled fresh, and had a comfortable bed. Seems to be remodeled recently, with nice new counter tops. Good place too stay with an incredible view. Customer serves was fabulous. I would recommend this stay."
"4363",3,"Got off to a rocky start as the room was not ready at our check in time, guaranteed late check in. This was at 10pm on a Sunday night! The lobby was full of customers who could not check in also, at least 7 different reservations where being held up. Front desk staff had to leave check the rooms to see if they had been cleaned at 10:30! Thankful, my room was ready by then, not sure how the others made out as I wasn't sticking around to hear the complaints. The breakfast consist of powered scrambled eggs, powered egg cheese omelette, under or over cooked bacon, link or patty sausage (only one meat a day, fruit that was not fresh, and broken waffle, coffee, other machines during the week. It's food with zero taste. One of the two elevators has been out of service for the entire 8 days I have been here. The maids did do a good job cleaning the room every day. The picture on the website for the pool is a straight out lie yes, it has a pool, and no, it is only a average to small pool in size. More than 15 guest at any times makes it a little jammed. Overall, it's a room a bed."
"4364",4,"This is a nice hotel in a good location close to some shopping and several food options. Because of its setup, it is pretty quiet at night which is nice considering it's on a main drag. The woman at the main desk was very pleasant and got us checked in quickly with no wait. It was around 8:00pm when we got there.The room was spacious and clean which is always appreciated especially at a reasonable price. My only complaint was that the ice machine on our floor was broken and most of the drink selections were empty so we had to go back down to the main floor to find what we were looking for.The breakfast was decent for the price we paid. There was fruit, yogurt, eggs, cereal, juice, bagels and waffles. The standard spread that one would expect. The food was continually stocked which was nice. My only complaint was the seating was very limited. There was not enough room for the amount of people showing up to breakfast, so we and a couple other groups had to stand for a while until someone offered us a seat.There also is a pool at this hotel which looked nice, but unfortunately, I didnt get to try it out. But from the looks of the people out on the patio, people loved it and it looked very well kept.I would definitely stay here again!"
"4365",5,"My stay was very short with actually only being a night sleep and catch an early flight however the room was clean and comfortable, the staff were friendly and helpful."
"4366",4,"Bad: Bed is too small for two people and the blanket is too thin. The staff are just ok not very friendly though. Good: Location and the New England style building and the room is cute."
"4367",5,"Bad: The smell sometimes from sewer only when in hallway. Good: The hotel was great and staff was very friendly. We will definitely stay there again"
"4368",5,"I stay here frequently as a getaway. It is clean, quiet for the most part. They do allow dogs so just make sure there is not a dog in the room next door. However they did take care of the barking dog next door immediately and it stopped for the rest of the night. That only happened once in all my stays.It still looks brand new on the inside. Highly recommend this hotel."
"4369",4,"For trip to Dollywood.was impressed with display of HE is Risen on electronic sign. Nice to see a business not afraid to display Christian belief."
"4370",5,"Nice hotel in SLO. staff was friendly and they had cookies and coffee when we checked in. Only minor complaint was the continental breakfast was a little on the light side. But there are plenty of places to eat in SLO so other than that it was great."
"4371",1,"Service was terrible, could not get any one on the phone to ask questions, there was only one GSR in the lobby. the breakfast was cold, room was dirty, floor never vacuumed, only one bar of soap, only one set of towels of each size"
"4372",5,"Need a little more turkey items on the menu everyone doesn't always eat pork."
"4373",5,"I stayed in 809, and it was an absolute blast. The view and overall feeling of the suite exactly what I needed. Treat yourself to it, and walk the hotel to view a ton of local art. It's everything I want in a downtown hotel. Beautiful design, comfy rooms, that wow factor, local focused, and friendly staff.Thank you so much for this awesome review! We hope you'll come back and stay with us again soon."
"4374",5,"Good: Great staff, superb rooms, brilliant location."
"4375",4,"Close to all the beautiful beaches. Resort appears outdated from the outside but pretty nice inside the rooms. Tiki bar is the gem of the resort, what a fun time. Would come back for sure. Bath tub was a little gross, shower head was shady but sht happens!"
"4376",3,"Was only there to shower before hitting the road back home but the rooms were nice and clean. There were minor flaws such as dings and dents here and there but other than that it was a basic hotel."
"4377",5,"Great service, safe and overall excellent. The staff was very friendly and helpful. The young lady at the front desk printed some directions for me. The location was perfect, right by the freeway. I would stay again."
"4378",4,"I stayed here on a work trip for 8 nights. My room was clean, breakfast was nice, staff was friendly! I'd do it again in a heartbeat. I also like the fact, that it's off of the busy street. But it only walking distance to the beach. They also do valet services which is nice."
"4379",5,"Bad: I didn't appreciate the attitude of a few of the female employees in regards to the nightclub. I also would prefer a little more variety in the DJ's music choice. It seemed like ALL techno versions and sometimes we just want to hear the ACTUAL songs mixed. Other than that, I loved the property. Good: I loved the decor. Everything about the hotel from the lobby to the room was fantastic. The wood floors, the floor-to-ceiling windows, the shower overlooking the bedroom... PHENOMENAL! I loved the modern, but still comfortable feel. All employees I came in contact with had fantastic customer service skills with the exception of a few in the nightclub. Overall, this property is definitely on my list of Chicago properties as we visit often. Next time we will try out the spa as we didn't get a chance this visit."
"4380",5,"Was in town for business, stayed only 1 night. By far one of the best HIE i have stayed at! Whenever i travel i tend to stay at them. It is not that often and usually not in larger cities. The room was clean, even the bathroom where most hotels lack. Bed was comfy as were the pillows. The TV....super... More"
"4381",3,"Check in service was slow. Personnel were rude. Smoking room was given to two non-smokers. Strong smell in room even with air conditioner running non-stop."
"4382",5,"Friendly,clean and great coffee and cake with fresh fruit in the morning. The location of the rooms are conveniently across from police and Fire houses. The rates are affordable. Mark also has maps and pamphlets for guests that want to see the wonderful sites of New Hampshire. I would definitely return next year."
"4383",5,"This hotel was in a terrific location.  Walking distance from all sights.  The hotel staff was very accommodating. We arrived very early in the morning and they had a room for us.  Our flight out was late in the day, so they held our luggage and also called for our cab service to the airport, which arrived right on schedule."
"4384",3,"Compared to our stay in Washington DC and Savannah, both of which were historic buildings, the hotel did not meet our expectations. It was very expensive and although it was an historic hotel, room was dated and needed an update."
"4385",5,"The staff here was wonderful! Got us thru a rough time due to a funeral for a loved one coupled with the worst snow storm in the area in years! They went above and beyond with their great service and making us feel at home during a difficult time. Will definitely stay there again the next time we are in... More"
"4386",5,"Honua Kai is the best resort i have been too. We originally went for our honeymoon and returned a year later with our new son. We were on the ground floor (rented through KBR) in the Konea tower, next to the coffee shop. The resort is extremely convenient for a stroller/wheelchair access. Dukes on site doesn't offer happy hour snacks... More"
"4387",4,"This hotel/ motels located near the marina. The neighborhood is safe but I wasn't totally comfortable walking around at night. The staff was very friendly and made every effort to make our stay a pleasant one. The hotel is in need of a make over but it was clean and the rooms spacious. They have a nice breakfast and offer... More"
"4388",2,"The lobby is nicer than a Motel 6 but everything else is Motel 6, well, except the price... Motel 6 costs about 1/4th of the price of the Courtyard Marriott. This Courtyard even has the standard motel polyester comforters (white but still polyester). The staff were nice. I enjoyed my stay at the Courtyard but was expecting more than the... More"
"4389",4,"We just returned home from a 6-night stay at the Hyatt Grand Cypress in Orlando. I was impressed with all of that the hotel and its staff did to insure its guests had a great time. There are 2 large pools - one heated (about 90 degrees this week) with a fun slide for the kids and one not heated... More"
"4390",5,"We stayed in the 3 bedroom suite and it was gorgeous. We were on the second floor in the first tower overlooking the pools and the ocean. It was beyond my expectations. The kitchen is brand new and beautiful and they have it stocked with mostly every utensil and kitchen aid you would need. The hotel also supplies you with... More"
"4391",1,"I booked this room for one of my drivers and am appalled at what she reported back to me. The first room had a broken tv that wasn't even connected to the electric/cable. So as not to be blamed for the damage she requested a new room. She was given keys to another room and as she entered the room, somebody was already sleeping in it!! She apologized and went back to the front desk to request a 3rd room. She refused to go to the room without the agent going first to make sure everything was ok with it. The agent complied and came back and issued her the key. Everything seemed ok till she went in the restroom and found the toilet full of what should have flushed away! She called the front desk and reported it but nothing was done about it. This is no way to run a railroad and I won't put any of my drivers there again!!"
"4392",5,"I always return to the Varden when traveling to south LA and Orange County. The location is convenient and centrally located, parking is easy, service is great, and the hotel and rooms are extremely clean."
"4393",5,"Bad: None. Good: My overall experience was great!"
"4394",1,"A nice clean casino with affordable restaurants. However, the service you get from the hosts and managers are nothing short of Unacceaptable. Being one of the newest casino in Summerlin area does not give management the right to have a chip on their shoulder. Unlike other casinos who treat their guest as if they would want to be treated, the Suncoast management don't care if one has a pulse as long as one bring in revenue to their casinos.Their compensation for players is Zero. You can be sitting there for 5 hours and end up with a 10 buffet voucher, which they will write it off on their expenses. I stop an executive host to ask a question about the table action and he purposely ignored me and walked away. I have been to this casino in the past and swear to my family and friends that I will never make the drive and step in this casino AGAIN. Suncoast management should understand that they are not the only casino in Vegas and they are not close to being the best. I would rate them bottom of the barrell.Suncoast management: Go back to the basics and treat customers well and they will come back for more action."
"4395",5,"It was a good clean stay."
"4396",3,"The hotel is very basic but the room we stayed in was clean and comfortable. After staying at other Best Western hotels, this hotel could include many more amenties. The hotel had an odor that was not pleasing, 1 of 2 elavators was out of service. Breakfast items were plentiful but the staff could not keep up during peak times and the buffet area got very messy. The front desk service employees were helpful and polite. I would not go back to this hotel inspite of the good price."
"4397",3,"Bad: At breakfast, could not keep up with demand."
"4398",5,"My stay was great. The staff was friendly and welcoming and I even got a gift bag which made it a plus! I would recommend to anyone."
"4399",3,"Room was clean. Hotel located at a busy intersection. Windows were so outdated, every outside noise was heard. A lot of traffic noise. AC unit kept coming on snd off so frequently, it kept us awake. Initially when we arrived, no one was at the desk. Had to wait several minutes before being helped."
"4400",1,"We travel to Six Flags over GA pretty frequently. This was our first and last time for staying at this hotel. I'm generally a 4-5 star reviewer of hotels, with the occasional 3 star, here and on Trip Advisor, but this was my worst experience. There are plenty of problems with this place, but I'll start with the pros:Pro: Location to 6 Flags and room comfort. Both of these and parking were fine.Cons: It is not an overstatement to say this was the worst check in experience I've ever had, and not one interaction with staff the rest of the stay would change that. From walking into the hotel to check-in to finally walking into my room was probably 45-60 minutes, and when you are traveling with family, it's late at night, and you have to get up early, that's 45 minutes you can use. I walked in to the hotel, and I was probably 3rd or 4th to check in, and the line never moved as it took them forever to resolve what appeared to be simple problems. I don't know what the other customer issues were, but they weren't the problems. By the time I got there, I could see why it took a long time. A routine check in with reservations took longer here then anywhere else. When I did finally get my room keys, I go up to room with family who have been waiting WAY TOO LONG, and the keys don't work (and yes, I've stayed in enough hotels to know how to use hotel key cards). So after trying for several minutes, I go back down to front desk, wait in line for about 5 more minutes for the two workers to take care of routine check ins, and have the worker re key the cards again (and this time I watched to make sure he did them, and they did work when I returned to room).In my room, I check the safe, and on the safe it has the note about if you don't want to be billed for not using the safe, tell front desk on check out. So the next morning, I tell front desk we didn't use the safe, and yet, he still put it on my bill and would not remove.And this is why I think it is a Quality Brand issue. They aren't checking on their hotels at all. This comment has been made repeatedly on this website and the Choice Hotels website, but it is a problem.On the 3rd floor, the elevator has only 1 button, since you can only go down, but the arrow points up (little thing that make no difference on my stay, but demonstrate lack of care). The privacy door latch was put up backwards, so that it couldn't do anything to keep someone from opening the door. These lack of attention to details isn't a big thing by themselves, but the accumulation of them is a general sloppiness in maintenance that is apparent.Dear Guest. I would like to personally apologize for the series of unfortunate incidences that you experienced during your stay with us. We continually try to do our very best for all of our guests, but unfortunately, sometimes we do fail. I will look into each issue that you have noted, in an attempt to correct and improve our hotel policies. Sincerely, Hotel Manager"
"4401",5,"Great facility and top-notch service at half the price of the comparable hotels across the Potomac. Easy access to DC via the Metro stop beneath the hotel."
"4402",4,"Thanks for daily breakfast. Great hospitality staff. Clean. Quiet. Easy access to restaurants and freeway."
"4403",5,"This hotel is clean and comfortable. Very comfortable bed. Sink and tub clean and drained well. Everything in the room worked. Good breakfast, including boiled eggs, yogurt, cereal, sausages, and make-it-yourself waffles. Staff were very pleasant and attentive. Plenty of free parking. Indoor pool looked appealing although I didn't use it. Several restaurants and wine-tasting rooms within walking distance. Free... More"
"4404",4,"Great budget hotel with fridge, microwave, and free wifi. Free breakfast is good but no thrills. Owner is real nice. Great alternative to all the other high price hotels in the area if you need a basic clean place to stay."
"4405",4,"The aloft at the Whitney is a good location in Detroit. The staff was very friendly and helpful at the front desk. The building is a restored classic with very contemporary updates. Terrific bathroom and shower. Our room had a terrific view of Comerica Park and Wooodward Avenue. Coffee in the lobby is complimentary and parking is either valet or... More"
"4406",4,"The continental breakfast had a waffle maker - always a nice addition."
"4407",4,"Built in 1898 this hotel has some charm. Priced like one of the new, right off the freeway type hotels, this one is special. Downtown, small old town with lots of history and plenty of good shopping and restaurants."
"4408",2,"We checked in and noticed an odor similar to cat urine in first floor room. I called front desk, they contacted housekeeping and she came immediately to spray and request an ozone something. I called front desk back and asked for another room. They did not have one with two queens so we took a king. The front desk asked if we wanted a roll away and I said yes. We left for dinner and when we returned, no rollaway. I did not call desk back. All of us crammed on the king bed."
"4409",3,"Definitely not worthy for over 500 pernight with additional 35 parking . The room is small and the offer is limited. The location is great thought , just right across street from the pier ."
"4410",1,"This place should be closed. It is dirty and un-safe. Upon check-in, the woman at the desk said she required credit card or cash payment up front (should of been our first clue this place a disaster) She would not hold payment until our check-out like other hotels. When we got to our room, what we found was outrageous. The... More"
"4411",4,"Bad: No AC in the elevator or hallway was a particularly cheap choice to save , Dana. Good: Apogee rooftop bar- fabulous, but why not open during the week Not cool."
"4412",5,"It was great working with Kristen. Before we even met, I sent her some ideas of what I liked so when she met me at my home, she already had an idea of what I wanted. By the time she left, we had a really great of idea of what we wanted for our wedding invitations. Her... Read More relationships with multiple stationers allowed us to get our Letterpress invitations for almost a third of what we were quoted at other stationary vendors. Once the proof review started, Kristen was on our side as we had to work through a few design issues with our vendor. Kristen made sure we got exactly what we wanted despite having to go through four revisions to get the design just right. Our invitations turned out perfectly. We were getting emails and texts after they all went out saying they were the most original and prettiest invitations they had ever received. Thanks Silver Starfish for setting the stage for the rest of our wedding."
"4413",5,"Great hotel close to BWI Airport. Unexpectedly pleasant stay. Ruby friendly and informative staff. Great Italian restaurant with a short walking distance. Very short shuttle to airport. WILL Absolutely Come again"
"4414",1,"We will not be booking at this hotel ever again. We aren't looking for the best, but a little work and you wouldn't give off the roach motel vibe that you presently give to potential and former guests. Our room was ok, except that the phone had been ripped out of the wall so we were thankful we had our... More"
"4415",5,"Aria was an outstanding resort. Very nice accommodations. Great location. Easy access to parking. Wifi works great. Bedding very comfortable. Only complaint was no access to use of a mini refrigerator and onsite dining very expensive. Many other dining options close."
"4416",3,"First let me state this was a comped weekend stay. Ok, check in was fast and the woman was very informative on the free dining credits and October fest activities. The room was clean yet very sparse on furniture. The bed was comfortable with great pillows. The bathroom was basic but clean with ok water pressure. So it could stand... More"
"4417",4,"Staff was awesome, location was great and it was a great value compared to other hotels in downtown Charleston. Parking is so bad in Charleston its worth staying somewhere on the peninsula so you don't have to try and find parking. Hotel offered very convenient valet service too."
"4418",4,"Bad: The Parq Bar menu is extremely poor. The hotel charges 6 delivery fees for room service! There is no open buffet option for breakfast. The breakfast area is understaffed, and the 1 or 2 waiters/waitresses there are slow and inefficient. Good: The location of the hotel is amazing. The Parq Bar atmosphere at night is very nice. The concierge service in the hotel is very efficient."
"4419",2,"The room was very small, to have a full and queen size bed in it. And I clean home for a living and the bath room needs really down to using a tooth brush around the tub and floor, and I took the empty toilet paper roll out to put in the new one and the dirt I saw behind that empty roll was bad I left it out so the house keeper would see the dirt and what ever else was in there. And another chair in the room would be nice, a person can only set on the bed for just a little while then the back hurts."
"4420",3,"This hotel in the town center had a nice looking bar with uninterested lady bartenders. It is ok for a beer but not expert real hospitality. This can be done better. Marriott quality had a higher standard. This bar does not level the compagnies standard."
"4421",5,"Nice cute place to stay for a while. Loved it!"
"4422",5,"Great place right in the middle of the north end. Literally on Hanover street Room was clean and looked brand new. There is no parking so we stayed at haymarket garage and walked 5 minutes. Check in at restaurant"
"4423",4,"Half way between Hoover Dam and LV Strip."
"4424",4,"Great accomodations for business or pleasure. Only 8-9 miles from downtown Balt. and Inner Harbor. Breakfast buffet was first class. Happy Hour from 5:30PM till 7PM was a bonus suprise. Highly recommend this location"
"4425",5,"Jenell and Micheal and the overnight guy we re extremely welcoming and informative. The rooms were big and clean and we slept well, even though we got in late. Breakfast was rather standard hotel breakfast but they had the coffee, oatmeal and waffles needed to get us on the road without being hungry."
"4426",3,"Our first time back since the new owners took over. The small changes in decor are nice to see but am hoping for more updates soon. Revamping the entrance and new chairs would help the atmosphere. The farm to table concept is great but the execution of the menu and cooking need to improve. The staff and owners are friendly... More"
"4427",4,"First, the bad -- pretty-much everything in the immediate area is shut down, other than the truck stop across the Interstate. Does that matter Not really, if you're looking for the four essential S functions of travel -- sleep, shower, shave and, well, you know the other one. I didn't detect any of the signs of sketchy activity in the... More"
"4428",2,"For 125, we expected a much better accommodation. The staff was friendly, but the place is showing its age."
"4429",5,"very friendly staff, beautiful resort."
"4430",5,"The Westin Poinsett Hotel is a beautifully restored gem with a long history of delivering southern hospitality at its best. This reputation for outstanding service coupled with excellent food and drink continues today. The Greenville Symphony holds many events at the Westin Poinsett including our Post Concert Receptions and our annual ball. They have met and far exceeded our expectations... More"
"4431",3,"If you have a car and are traveling with someone else, and you really need a cheap place, this place might work. If you need a one-night stay before a cruise, this is ok. But, if you are alone, don't have a car, or hoped to have a relaxing vacation that includes pool time and an easy walk to the... More"
"4432",4,"Do not expect New England-ish BB with antique furniture and doilies all over. The room is Spartan and rustic and very clean. Only a mosquito net separates you from the birds and coqui frogs, roosters wake you up in the morning. Don't be scared if you hear thumping on the roof - it's one of many adorable cats on the... More"
"4433",5,"Bad: We were not entirely satisfied with the buffet breakfast at the restaurant. The Westin should maybe think about adding a ommlett station, and a waffle station. Good: Rooms are great! Amenities are great! Location 1 block off the strip is great as you can escape from the hustle and bustle for a break to relax. Having 24hr access to pool and hot tub was also great! As relaxing and winding down in the hot tub at the end of your night or day is a real treat!"
"4434",3,"Good for the price. The handle on sink popped off when we first arrived, but they fixed it promptly. Staff all had smiles and were very helpful."
"4435",4,"We drove down with no reservation on sat. Dec. 31st to bring in the new year. It's located within eye sight of tropicana and was the cheapest out of all in the area. The staff showed me the room before I rented it and had a safe location to park my car. It was great we had the deck above... More"
"4436",1,"The Pros... Cheap, clean, quiet The Cons... We were supposed to be in adjoining rooms with the rest of our family for a graduation trip/celebration. They gave our room to someone else even though we had secured it online and were there at the dinner hour..... The pool and hot tub were closed. We were looking forward to using them... More"
"4437",4,"Bad: Problems with door lock led to no response from maintenance and even after security got us in, they failed to fix the lock (had to be recoded) despite assuring us they fixed it. So we got locked out again the next morning. Cost us 2 frustrating hours. Good: Location is good for business, quiet but close to everything."
"4438",5,"Came to Long Beach from the Bay Area for a business meeting and hadn't stayed there in a long time. Checked TA and picked this small, boutique hotel for it's location and reasonable price. I had a nice stay, but needed a little help with a business (Travel Card) related issue. Bottom line is that they went out of their... More"
"4439",5,"Bad: Can't think of anything. Good: The bed was very comfortable and the room was spacious."
"4440",5,"The room was very clean and bathroom was spacious and luxurious. We are very satisfied staying here."
"4441",5,"My wife and I have stayed at this hotel several times over the past few years. The staff is always friendly (like family), the rooms are exceptionally clean and comfortable. Breakfast is one of the best offered at any of the hotel/motels that we have stayed at. I plan to visit again in the near future and will make it... More"
"4442",4,"Another couple in our group recommended this place, and as the evening began I learned many others from our group eventually filled the place. It is what a mom pop motel used to be like in the 60s or 70s. It is a log cabin look for the main building and around back are small log cabins. All are... More"
"4443",1,"First thing totally rude staff!! Front desk check in took a hour! Hidden 125 fee.. i booked trip advisor all fees payed i thought. Okay now to the hotel .. Dirty! Throw up in pool so we couldnt swim.. throw up in iceroom which is a empty piss smelled closet, could go on.. i wont!"
"4444",2,"I know this is an old building. The rooms are not sound proof. I heard very clearly the conversation the mother was having with her children in the next room. The shower did not get hot, warm enough, but not hot."
"4445",3,"We've been to Indy several times this year and have chosen a different hotel each time. We're always looking for a 1 or 2 bedroom suite and Staybridge fit the bill for that. The room with two beds is quite tight though. No suitcase stands in the room. Also, the living room area could have used an extra chair. There... More"
"4446",1,"Only had to change rooms once( no a/c) Here is a few other issues no tv ,wifi broken bathroom door, dripping water, toilet running. Employees were nice They told me I would get a good discount if I stayed. Still waiting!"
